chapter_name,qns
Addition,Add: 9 + 9 + 8 = ____
Addition,Add: 15 + 10 + 8 = ____
Addition,Add: 25 + 12 + 10 = ____
Addition,Add: 77 + 17 + 0 = ____
Addition,Add: 63 + 0 + 19 =____
Addition,Add: 51 + 2 + 2 = _____
Addition,Add: 31 + 4 + 2 = ____
Addition,Add: 44 + 6 + 1 =____
Addition,Jeremy had a box of marbles. 32 marbles were green. 22 marbles were red and 5 marbles were blue. How many marbles in total does he have in the box ?  
Addition,"Caroline loves stuffed animals. She had 24 bears, 20 cats and 12 puppies. How many stuffed animals did she have in total?"
Addition,"In January,it rained 25 days. In February, it rained 18 days. In March, it rained 19 days. How many days of rain were there in the 3 months?"
Addition,"Elena has 7 blue candies, 8 red candies, and 3 green candies. How many candies does she have in total?"
Addition,"Steven counted all the vehicles in the parking garage. He counted 17 sports cars, 27 trucks, and 47 minivans. How many vehicles were there in all?"
Subtraction,Subtract: 20 − 10 = ____
Subtraction,Subtract: 60−20 = ____
Subtraction,Subtract: 80−30 = ____
Subtraction,Subtract: 70−10 = ____
Subtraction,Subtract: 10−10 = ____
Subtraction,Subtract: 90−20 = ____
Subtraction,Subtract: 30−20 = ____
Subtraction,Subtract: 40−20 = ____
Subtraction,Subtract: 90−10 = ____
Subtraction,Subtract: 60−60  = ____
Subtraction,Subtract: 55−4 = _____
Subtraction,Subtract: 33−6 = _____
Subtraction,Subtract: 62−9 = _____
Subtraction,Subtract: 29−2 = _____
Subtraction,Subtract: 99−6 = _____
Subtraction,Subtract: 81−9 = _____
Subtraction,Subtract: 78−7 = _____
Subtraction,Subtract: 47−6 = _____
Subtraction,Subtract: 95−0 = _____
Subtraction,Subtract: 68−7 = _____
Subtraction,Choose the correct answer: 80−5 = _____
Subtraction,Choose the correct answer: 53−5 = _____
Subtraction,Choose the correct answer: 25−6 = _____
Subtraction,Choose the correct answer: 60−5 = _____
Subtraction,Choose the correct answer: 81−7 = _____
Subtraction,Choose the correct answer: 67−9 = _____
Subtraction,Choose the correct answer: 97−9 = _____
Subtraction,Choose the correct answer: 46−3 = _____
Subtraction,Choose the correct answer: 94−5 = _____
Subtraction,Choose the correct answer: 87−2 = _____
Subtraction,Fill in the blank with the correct answer: 15−11 = ____
Subtraction,Fill in the blank with the correct answer: 55−21 = ____
Subtraction,Fill in the blank with the correct answer: 67−15 = ____
Subtraction,Fill in the blank with the correct answer: 90−____ = 80
Subtraction,Fill in the blank with the correct answer: 78−____ = 78
Subtraction,Fill in the blank with the correct answer: 65−____ = 60
Subtraction,Fill in the blank with the correct answer: 38−24 = ____
Subtraction,Fill in the blank with the correct answer: ____−5 = 15
Subtraction,Fill in the blank with the correct answer: ____−10 = 39
Subtraction,Fill in the blank with the correct answer: 72−33 = ____
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below. Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 
Subtraction,Write the subtraction number sentence that best describes the image below. Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Write the subtraction number sentence that best describes the image below.  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2
Subtraction,Which of the following options would result in 19? 
Subtraction,Which of the following options would result in 25?
Subtraction,Which of the following options would result in 11?
Subtraction,Which of the following options would result in 5?
Subtraction,Which of the following options would result in 10?
Subtraction,Which of the following options would result in 0?
Subtraction,Which of the following options would result in 2?
Subtraction,Which of the following options would result in 18?
Subtraction,Which of the following options would result in 14?
Subtraction,Which of the following options would result in 8?
Subtraction,There were a total of 36 books on the shelf. 16 books were taken away from the shelf. How many books are left?
Subtraction,"Elsa is working on some math homework due the next day. Yesterday, she completed 20 problems. There are 45 problems in total that Elsa needs to complete. How many problems does Elsa have left to finish today?"
Subtraction,Anna owns 90 pairs of shoes. The colour of 40 of those pairs of shoes is black. How many pairs of shoes does Anna own that are not black?
Subtraction,Brody owns 50 pairs of shoes. He gave away 16 pairs of his shoes to homeless people. How many pairs of shoes does he own now?
Subtraction,"Megan is folding laundry. In all, she has 75 items of clothing to fold. 27 of these are already folded. How many more items of clothing are there left to fold?"
Subtraction,Choose the correct answer: ____ − 11 = 3
Subtraction,Choose the correct answer: ____−5 = 5
Subtraction,Choose the correct answer: ____−18 = 2
Subtraction,Choose the correct answer: ____−17 = 0
Subtraction,Choose the correct answer: ____−18 = 1
Subtraction,Choose the correct answer: ____−11 = 6
Subtraction,Choose the correct answer: ____−7 = 7
Subtraction,Choose the correct answer: ____−12 = 3
Subtraction,Choose the correct answer: ____−0 = 18
Subtraction,Choose the correct answer: ____−11 = 0
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Eighty minus fifteen is sixty-five.""  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 "
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Fifty-five minus five is fifty.""  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 "
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Sixty-one  minus ten is fifty-one.""  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 "
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Thirty-six minus six is thirty.""  Note to students: Give your answer in the following form without spaces - Example answer: 1+1=2 "
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Twenty-seven minus five is twenty-two.""  Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Ninety-eight minus eleven is eight-seven.""  Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Seventy minus twenty is fifty.""  Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Forty-nine minus five is forty-four."" Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Sixty-six minus zero is sixty-six.""  Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,"Rewrite the sentence below in numeric form with the necessary operators: ""Ninety-five minus fifteen is eighty.""  Note to students:Give your answer in the following form without spaces - Example answer: 1+1=2"
Subtraction,Fill in the missing number to complete the number sentence. 15 – 12 = ____– 10
Subtraction,Fill in the missing number to complete the number sentence. 14 – 13 = 11 – ____
Subtraction,Fill in the missing number to complete the number sentence. 17 – 15 = 12 – ____
Subtraction,Fill in the missing number to complete the number sentence. 16 – 10 = 17 – ____
